"","village_code","HouseID","menage_id","intervention.text","date.enquete","n.householdmember","n.child.0to5","n.households","n.population","ses.quintile","main.drinking.water.dry.binary","main.drinking.water.rainy.binary","correct.handwashing.binary","improved.sanitation.binary","livestock.access.house.binary","animal.excrement.floor.binary","round","stool.collect"
"366",1,511,"ELA00000102","intervention","2022-12-12",8,2,274,1716,"second","Improved","Improved","No","Yes","Yes","Yes",1,0
"367",1,122,"ELA00000109","intervention","2022-12-12",5,2,274,1716,"highest","Improved","Improved","No","Yes","Yes","Yes",1,1
"368",1,123,"ELA00000301","intervention","2022-12-12",7,NA,274,1716,"lowest","Improved","Improved","No","No","Yes","Yes",1,1
"369",1,512,"ELA00000302","intervention","2022-12-12",6,1,274,1716,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"370",1,513,"ELA00001203","intervention","2022-12-13",7,2,274,1716,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"371",1,514,"ELA00001205","intervention","2022-12-13",6,2,274,1716,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"372",1,124,"ELA00001501","intervention","2022-12-13",6,NA,274,1716,"highest","Improved","Improved","No","No","Yes","Yes",1,1
"373",1,125,"ELA00001503","intervention","2022-12-14",5,NA,274,1716,"highest","Improved","Improved","No","No","Yes","Yes",1,1
"374",1,515,"ELA00002001","intervention","2022-12-13",14,3,274,1716,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"375",1,516,"ELA00002002","intervention","2022-12-13",11,NA,274,1716,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"376",1,517,"ELA00002401","intervention","2022-12-14",4,1,274,1716,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"377",1,518,"ELA00002403","intervention","2022-12-14",6,2,274,1716,"third","Improved","Improved","No","No","Yes","Yes",1,0
"378",1,519,"ELA00002802","intervention","2022-12-14",2,1,274,1716,"highest","Improved","Improved","No","Yes","Yes","Yes",1,0
"379",1,520,"ELA00002902","intervention","2022-12-14",5,1,274,1716,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"380",1,521,"ELA00003705","intervention","2022-12-14",3,NA,274,1716,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"381",1,126,"ELA00003803","intervention","2022-12-13",6,2,274,1716,"fourth","Improved","Unimproved","No","Yes","Yes","Yes",1,1
"382",1,522,"ELA00003805","intervention","2022-12-13",3,NA,274,1716,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"383",1,523,"ELA00003806","intervention","2022-12-13",4,NA,274,1716,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"384",1,524,"ELA00003807","intervention","2022-12-14",2,0,274,1716,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"385",1,525,"ELA00004202","intervention","2022-12-14",5,1,274,1716,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"386",1,526,"ELA00004205","intervention","2022-12-14",7,0,274,1716,"fourth","Improved","Improved","No","No","Yes","No",1,0
"387",1,527,"ELA00004401","intervention","2022-12-14",15,3,274,1716,"lowest","Improved","Improved","Yes","No","Yes","Yes",1,0
"388",1,528,"ELA00004902","intervention","2022-12-14",6,2,274,1716,"lowest","Improved","Improved","No","No","Yes","No",1,0
"389",1,529,"ELA00004906","intervention","2022-12-14",6,2,274,1716,"third","Improved","Improved","No","No","Yes","Yes",1,0
"390",1,530,"ELA00005101","intervention","2022-12-14",21,5,274,1716,"lowest","Improved","Improved","Yes","No","Yes","No",1,0
"391",1,127,"ELB00000102","intervention","2022-12-13",5,1,274,1716,"third","Improved","Improved","Yes","No","Yes","Yes",1,1
"392",1,128,"ELB00000403","intervention","2022-12-13",5,1,274,1716,"fourth","Improved","Improved","No","No","Yes","Yes",1,1
"393",1,531,"ELB00000502","intervention","2022-12-13",4,0,274,1716,"fourth","Improved","Improved","Yes","No","Yes","Yes",1,0
"394",1,129,"ELB00000602","intervention","2022-12-13",5,0,274,1716,"highest","Improved","Improved","No","No","No","Yes",1,1
"395",1,532,"ELB00001101","intervention","2022-12-12",3,0,274,1716,"lowest","Improved","Improved","Yes","No","Yes","Yes",1,0
"396",1,533,"ELB00001204","intervention","2022-12-12",3,0,274,1716,"highest","Improved","Improved","Yes","No","Yes","Yes",1,0
"397",1,534,"ELB00001301","intervention","2022-12-12",1,0,274,1716,"fourth","Improved","Improved","No","No","No","Yes",1,0
"398",1,535,"ELB00002401","intervention","2022-12-12",7,2,274,1716,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"399",1,130,"ELB00002501","intervention","2022-12-13",6,0,274,1716,"third","Improved","Improved","No","No","Yes","No",1,1
"400",1,131,"ELB00002901","intervention","2022-12-12",12,1,274,1716,"third","Improved","Improved","No","No","Yes","Yes",1,1
"401",1,536,"ELB00002902","intervention","2022-12-12",5,1,274,1716,"third","Improved","Improved","No","No","Yes","Yes",1,0
"402",1,132,"ELB00002903","intervention","2022-12-12",5,3,274,1716,"fourth","Improved","Improved","No","No","Yes","Yes",1,1
"403",18,537,"ENA00000802","contrôle","2022-11-29",7,NA,534,3010,"highest","Improved","Improved","No","Yes","Yes","Yes",1,0
"404",18,133,"ENA00000901","contrôle","2022-11-26",8,2,534,3010,"fourth","Improved","Improved","No","Yes","Yes","Yes",1,1
"405",18,538,"ENA00000902","contrôle","2022-11-29",3,NA,534,3010,"highest","Improved","Improved","No","Yes","Yes","Yes",1,0
"406",18,539,"ENA00001001","contrôle","2022-11-30",5,1,534,3010,"third","Improved","Improved","Yes","Yes","Yes","Yes",1,0
"407",18,540,"ENA00001602","contrôle","2022-11-26",4,2,534,3010,"fourth","Improved","Improved","No","Yes","Yes","Yes",1,0
"408",18,541,"ENA00001801","contrôle","2022-12-30",3,0,534,3010,"highest","Improved","Improved","No","No","No","No",1,0
"409",18,542,"ENA00002701","contrôle","2022-11-26",6,2,534,3010,"lowest","Improved","Improved","Yes","Yes","No","No",1,0
"410",18,543,"ENA00002901","contrôle","2022-11-26",4,2,534,3010,"highest","Improved","Improved","No","No","No","No",1,0
"411",18,134,"ENA00003101","contrôle","2022-11-26",9,1,534,3010,"second","Improved","Improved","No","No","Yes","Yes",1,1
"412",18,135,"ENA00004101","contrôle","2022-11-28",8,1,534,3010,"third","Improved","Improved","No","Yes","Yes","Yes",1,1
"413",18,544,"ENB00000901","contrôle","2022-12-29",1,0,534,3010,"fourth","Improved","Improved","Yes","Yes","No","No",1,0
"414",18,136,"ENB00001002","contrôle","2022-12-29",5,2,534,3010,"fourth","Improved","Improved","No","No","Yes","Yes",1,1
"415",18,545,"ENB00002001","contrôle","2022-12-30",1,0,534,3010,"highest","Improved","Improved","Yes","Yes","No","No",1,0
"416",18,546,"ENC00000402","contrôle","2022-12-30",5,1,534,3010,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"417",18,137,"ENC00000901","contrôle","2022-11-26",8,1,534,3010,"third","Improved","Improved","No","Yes","Yes","Yes",1,1
"418",18,138,"ENC00001101","contrôle","2022-12-29",7,1,534,3010,"lowest","Improved","Improved","Yes","Yes","Yes","Yes",1,1
"419",18,547,"ENC00001401","contrôle","2022-12-29",9,NA,534,3010,"third","Improved","Improved","No","No","Yes","Yes",1,0
"420",18,548,"ENC00002403","contrôle","2022-11-28",3,0,534,3010,"third","Improved","Improved","No","No","Yes","Yes",1,0
"421",18,139,"ENE00000101","contrôle","2022-12-28",5,0,534,3010,"lowest","Improved","Improved","Yes","No","No","No",1,1
"422",18,140,"ENE00000103","contrôle","2022-12-28",4,2,534,3010,"third","Improved","Improved","No","No","No","No",1,1
"423",18,141,"ENE00000201","contrôle","2022-11-26",9,2,534,3010,"third","Improved","Improved","No","No","No","No",1,1
"424",18,142,"ENE00000401","contrôle","2022-11-26",3,0,534,3010,"lowest","Improved","Improved","Yes","Yes","No","No",1,1
"425",18,549,"ENE00001201","contrôle","2022-12-28",5,1,534,3010,"second","Improved","Improved","No","Yes","Yes","Yes",1,0
"426",18,550,"ENE00002501","contrôle","2022-12-28",4,1,534,3010,"fourth","Improved","Improved","Yes","No","Yes","Yes",1,0
"427",18,551,"ENE00002701","contrôle","2022-11-30",8,2,534,3010,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"428",18,552,"ENE00002901","contrôle","2022-11-29",4,1,534,3010,"second","Improved","Improved","No","No","Yes","Yes",1,0
"429",18,553,"ENE00004102","contrôle","2022-12-30",11,1,534,3010,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"430",18,554,"ENE00004201","contrôle","2022-11-29",14,3,534,3010,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"431",18,143,"ENG00000901","contrôle","2022-12-29",10,0,534,3010,"third","Improved","Improved","No","Yes","Yes","Yes",1,1
"432",18,555,"ENG00001001","contrôle","2022-12-29",24,0,534,3010,"second","Improved","Improved","Yes","No","Yes","Yes",1,0
"433",18,144,"ENG00001002","contrôle","2022-12-29",9,3,534,3010,"second","Unimproved","Improved","Yes","No","No","Yes",1,1
"434",18,556,"ENG00001004","contrôle","2022-11-30",3,1,534,3010,"fourth","Improved","Improved","No","Yes","Yes","Yes",1,0
"435",18,557,"ENG00001301","contrôle","2022-11-30",8,NA,534,3010,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"436",18,558,"ENG00001501","contrôle","2022-12-28",7,0,534,3010,"lowest","Improved","Improved","Yes","No","Yes","Yes",1,0
"437",18,559,"ENG00002304","contrôle","2022-11-30",3,1,534,3010,"fourth","Improved","Improved","No","No","No","Yes",1,0
"438",18,560,"ENG00002704","contrôle","2022-12-29",6,0,534,3010,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"439",18,561,"ENG00002901","contrôle","2022-11-30",4,NA,534,3010,"second","Improved","Improved","No","No","Yes","Yes",1,0
"440",18,562,"ENI00000401","contrôle","2022-11-29",12,1,534,3010,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"441",9,563,"ETA00001101","contrôle","2022-12-20",6,NA,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"442",9,564,"ETA00001301","contrôle","2022-12-20",9,2,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"443",9,565,"ETA00001501","contrôle","2022-12-20",10,NA,446,2712,"third","Improved","Improved","No","Yes","Yes","Yes",1,0
"444",9,566,"ETA00002101","contrôle","2022-12-20",5,1,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"445",9,567,"ETA00002201","contrôle","2022-12-20",8,1,446,2712,"lowest","Improved","Improved","No","Yes","Yes","Yes",1,0
"446",9,568,"ETB00001001","contrôle","2022-12-19",7,1,446,2712,"third","Improved","Improved","No","Yes","Yes","Yes",1,0
"447",9,569,"ETB00001101","contrôle","2022-12-19",3,2,446,2712,"third","Improved","Improved","No","Yes","Yes","Yes",1,0
"448",9,145,"ETB00001802","contrôle","2022-12-19",6,1,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,1
"449",9,146,"ETB00001803","contrôle","2022-12-19",5,1,446,2712,"fourth","Improved","Improved","No","No","Yes","Yes",1,1
"450",9,147,"ETB00002301","contrôle","2022-12-17",4,1,446,2712,"highest","Improved","Improved","No","No","Yes","Yes",1,1
"451",9,570,"ETB00002601","contrôle","2022-12-17",14,3,446,2712,"third","Improved","Improved","No","No","Yes","Yes",1,0
"452",9,148,"ETB00002603","contrôle","2022-12-17",5,2,446,2712,"second","Improved","Improved","No","No","Yes","Yes",1,1
"453",9,149,"ETC00000201","contrôle","2022-12-17",11,2,446,2712,"second","Improved","Improved","No","No","Yes","Yes",1,1
"454",9,571,"ETC00000302","contrôle","2022-12-19",6,1,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"455",9,572,"ETC00000601","contrôle","2022-12-19",11,2,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"456",9,150,"ETC00000901","contrôle","2022-12-17",6,NA,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,1
"457",9,573,"ETC00001002","contrôle","2022-12-20",2,1,446,2712,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"458",9,574,"ETC00001402","contrôle","2022-12-19",3,NA,446,2712,"lowest","Improved","Improved","No","Yes","Yes","Yes",1,0
"459",9,575,"ETD00000803","contrôle","2022-12-17",5,1,446,2712,"third","Improved","Improved","No","No","Yes","Yes",1,0
"460",9,576,"ETD00000901","contrôle","2022-12-17",7,2,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"461",9,577,"ETD00001001","contrôle","2022-12-17",5,1,446,2712,"second","Improved","Improved","No","No","Yes","Yes",1,0
"462",9,151,"ETD00001201","contrôle","2022-12-19",5,0,446,2712,"second","Improved","Improved","No","No","No","No",1,1
"463",9,152,"ETD00001401","contrôle","2022-12-19",7,2,446,2712,"second","Improved","Improved","Yes","No","Yes","No",1,1
"464",9,153,"ETD00001601","contrôle","2022-12-18",8,2,446,2712,"second","Improved","Improved","No","No","Yes","Yes",1,1
"465",9,154,"ETD00001801","contrôle","2022-12-18",8,1,446,2712,"fourth","Improved","Improved","No","No","Yes","Yes",1,1
"466",9,578,"ETE00000101","contrôle","2022-12-17",9,2,446,2712,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"467",9,155,"ETE00000201","contrôle","2022-12-19",NA,NA,446,2712,"third","Improved","Improved","No","No","Yes","Yes",1,1
"468",9,579,"ETE00000301","contrôle","2022-12-17",8,0,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"469",9,156,"ETE00000901","contrôle","2022-12-19",3,0,446,2712,"third","Improved","Unimproved","No","No","No","No",1,1
"470",9,580,"ETF00000901","contrôle","2022-12-17",7,1,446,2712,"second","Improved","Improved","No","No","Yes","Yes",1,0
"471",9,581,"ETF00001101","contrôle","2022-12-17",4,0,446,2712,"second","Improved","Improved","No","No","Yes","Yes",1,0
"472",9,582,"ETH00000304","contrôle","2022-12-19",3,0,446,2712,"second","Improved","Improved","No","No","Yes","No",1,0
"473",9,583,"ETH00000402","contrôle","2022-12-19",10,2,446,2712,"lowest","Improved","Improved","No","Yes","Yes","No",1,0
"474",9,584,"ETI00000301","contrôle","2022-12-19",13,0,446,2712,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"475",5,585,"SBA00000904","contrôle","2022-11-27",5,0,398,2781,"highest","Improved","Improved","No","No","Yes","No",1,0
"476",5,157,"SBA00000905","contrôle","2022-11-27",4,2,398,2781,"highest","Improved","Improved","No","No","Yes","No",1,1
"477",5,586,"SBA00001201","contrôle","2022-11-28",5,0,398,2781,"fourth","Improved","Improved","No","No","Yes","No",1,0
"478",5,158,"SBA00001202","contrôle","2022-11-28",6,0,398,2781,"fourth","Improved","Improved","No","No","Yes","No",1,1
"479",5,159,"SBA00001601","contrôle","2022-11-29",9,1,398,2781,"highest","Improved","Improved","No","No","Yes","Yes",1,1
"480",5,587,"SBA00001801","contrôle","2022-11-29",3,0,398,2781,"highest","Unimproved","Unimproved","No","No","Yes","No",1,0
"481",5,588,"SBA00001806","contrôle","2022-11-29",4,1,398,2781,"highest","Unimproved","Unimproved","No","No","Yes","No",1,0
"482",5,589,"SBA00002302","contrôle","2022-11-29",8,0,398,2781,"highest","Unimproved","Unimproved","No","No","Yes","No",1,0
"483",5,590,"SBA00002401","contrôle","2022-11-29",18,1,398,2781,"highest","Unimproved","Unimproved","No","No","Yes","No",1,0
"484",5,591,"SBA00003702","contrôle","2022-11-29",21,3,398,2781,"highest","Improved","Improved","No","No","Yes","No",1,0
"485",5,592,"SBA00004601","contrôle","2022-11-30",13,3,398,2781,"third","Improved","Improved","No","No","Yes","No",1,0
"486",5,160,"SBA00004603","contrôle","2022-11-30",5,0,398,2781,"highest","Improved","Improved","No","No","Yes","No",1,1
"487",5,161,"SBA00005101","contrôle","2022-11-29",15,0,398,2781,"third","Improved","Improved","Yes","No","Yes","No",1,1
"488",5,162,"SBA00005102","contrôle","2022-11-29",7,2,398,2781,"third","Improved","Improved","No","No","Yes","No",1,1
"489",5,163,"SBA00006205","contrôle","2022-11-27",15,4,398,2781,"third","Improved","Improved","No","No","Yes","No",1,1
"490",5,593,"SBA00006301","contrôle","2022-12-01",16,1,398,2781,"lowest","Improved","Improved","No","Yes","Yes","No",1,0
"491",5,594,"SBA00006504","contrôle","2022-12-01",10,2,398,2781,"fourth","Improved","Improved","No","No","Yes","No",1,0
"492",5,595,"SBA00007301","contrôle","2022-12-01",12,2,398,2781,"third","Improved","Improved","No","No","Yes","No",1,0
"493",5,164,"SBA00008701","contrôle","2022-11-29",20,1,398,2781,"lowest","Unimproved","Unimproved","No","No","No","Yes",1,1
"494",5,596,"SBB00000202","contrôle","2022-12-01",4,1,398,2781,"lowest","Improved","Improved","No","No","Yes","No",1,0
"495",5,597,"SBB00000304","contrôle","2022-12-01",3,0,398,2781,"second","Improved","Improved","No","No","Yes","No",1,0
"496",5,598,"SBB00000404","contrôle","2022-11-26",6,0,398,2781,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"497",5,599,"SBB00000601","contrôle","2022-12-01",21,3,398,2781,"third","Improved","Improved","No","No","Yes","Yes",1,0
"498",5,165,"SBB00000701","contrôle","2022-11-27",10,1,398,2781,"lowest","Improved","Unimproved","No","No","Yes","Yes",1,1
"499",5,600,"SBB00000705","contrôle","2022-11-28",5,0,398,2781,"third","Improved","Improved","No","No","Yes","Yes",1,0
"500",5,601,"SBB00003901","contrôle","2022-11-30",20,3,398,2781,"lowest","Improved","Improved","No","Yes","Yes","Yes",1,0
"501",5,602,"SBB00003902","contrôle","2022-11-30",8,1,398,2781,"lowest","Improved","Improved","No","Yes","Yes","Yes",1,0
"502",5,603,"SBB00004605","contrôle","2022-11-30",18,7,398,2781,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"503",5,604,"SBB00004703","contrôle","2022-11-28",9,2,398,2781,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"504",5,605,"SBB00004705","contrôle","2022-11-30",11,2,398,2781,"fourth","Unimproved","Unimproved","No","Yes","Yes","Yes",1,0
"505",5,606,"SBB00005502","contrôle","2022-12-01",13,5,398,2781,"fourth","Unimproved","Unimproved","No","No","Yes","Yes",1,0
"506",5,607,"SBB00005603","contrôle","2022-11-28",28,2,398,2781,"fourth","Unimproved","Unimproved","No","No","Yes","Yes",1,0
"507",5,608,"SBB00005703","contrôle","2022-11-28",5,0,398,2781,"highest","Unimproved","Unimproved","No","No","Yes","Yes",1,0
"508",5,166,"SBB00005801","contrôle","2022-11-27",15,6,398,2781,"third","Unimproved","Unimproved","No","No","Yes","Yes",1,1
"509",5,167,"SBB00006302","contrôle","2022-12-12",8,2,398,2781,"third","Improved","Improved","No","No","Yes","Yes",1,1
"510",5,609,"SBD00000107","contrôle","2022-11-28",21,5,398,2781,"highest","Unimproved","Unimproved","No","No","Yes","Yes",1,0
"511",5,168,"SBD00000601","contrôle","2022-11-28",18,1,398,2781,"highest","Improved","Improved","No","Yes","Yes","Yes",1,1
"512",5,610,"SBD00001203","contrôle","2022-11-28",12,2,398,2781,"fourth","Unimproved","Unimproved","No","No","Yes","Yes",1,0
"513",7,169,"SCA00000101","intervention","2022-10-15",12,4,193,1446,"second","Improved","Improved","No","No","No","Yes",1,1
"514",7,170,"SCA00000102","intervention","2022-10-15",13,2,193,1446,"second","Improved","Improved","No","No","No","Yes",1,1
"515",7,611,"SCA00000103","intervention","2022-10-16",18,2,193,1446,"second","Improved","Improved","No","No","Yes","Yes",1,0
"516",7,612,"SCA00000109","intervention","2022-10-16",12,3,193,1446,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"517",7,613,"SCA00000201","intervention","2022-10-16",12,2,193,1446,"second","Improved","Improved","No","No","Yes","Yes",1,0
"518",7,614,"SCA00000501","intervention","2022-10-17",2,0,193,1446,"third","Improved","Improved","No","No","Yes","Yes",1,0
"519",7,615,"SCA00001001","intervention","2022-10-18",5,1,193,1446,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"520",7,616,"SCA00001002","intervention","2022-10-16",3,NA,193,1446,"second","Improved","Improved","No","No","Yes","Yes",1,0
"521",7,617,"SCA00001302","intervention","2022-10-16",6,1,193,1446,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"522",7,618,"SCA00001303","intervention","2022-10-16",25,4,193,1446,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"523",7,619,"SCA00001304","intervention","2022-10-16",5,1,193,1446,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"524",7,620,"SCA00001501","intervention","2022-10-16",32,8,193,1446,"third","Improved","Improved","No","No","Yes","Yes",1,0
"525",7,171,"SCA00001701","intervention","2022-10-12",10,1,193,1446,"third","Improved","Improved","No","No","Yes","Yes",1,1
"526",7,172,"SCA00002201","intervention","2022-10-12",4,3,193,1446,"third","Improved","Improved","No","No","Yes","Yes",1,1
"527",7,173,"SCA00002903","intervention","2022-10-12",8,1,193,1446,"fourth","Improved","Improved","No","No","Yes","Yes",1,1
"528",7,174,"SCA00005102","intervention","2022-10-16",12,2,193,1446,"third","Improved","Improved","No","No","No","Yes",1,1
"529",7,621,"SCA00005303","intervention","2022-10-18",30,5,193,1446,"second","Improved","Improved","No","Yes","No","Yes",1,0
"530",7,622,"SCA00005304","intervention","2022-10-18",12,2,193,1446,"fourth","Improved","Improved","No","No","Yes",NA,1,0
"531",7,623,"SCA00005901","intervention","2022-10-16",3,1,193,1446,"third","Improved","Improved","No","No","Yes","Yes",1,0
"532",7,624,"SCA00006902","intervention","2022-10-14",2,1,193,1446,"third","Improved","Improved","Yes","No","Yes","Yes",1,0
"533",7,175,"SCA00006904","intervention","2022-10-12",8,1,193,1446,"fourth","Improved","Improved","No","No","Yes","Yes",1,1
"534",7,625,"SCA00007201","intervention","2022-10-16",24,3,193,1446,"second","Improved","Unimproved","No","No","Yes","Yes",1,0
"535",7,626,"SCA00008301","intervention","2022-10-14",9,1,193,1446,"third","Unimproved","Improved","No","No","Yes","Yes",1,0
"536",7,176,"SCA00008302","intervention","2022-10-11",9,10,193,1446,"fourth","Improved","Improved","No","No","No","No",1,1
"537",7,627,"SCB00000301","intervention","2022-10-15",4,0,193,1446,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"538",7,628,"SCB00000303","intervention","2022-10-22",32,7,193,1446,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"539",7,629,"SCB00000305","intervention","2022-10-22",3,0,193,1446,"third","Improved","Improved","No","No","Yes","Yes",1,0
"540",7,177,"SCB00002202","intervention","2022-10-22",7,2,193,1446,"fourth","Improved","Improved","No","No","Yes","Yes",1,1
"541",7,178,"SCB00002402","intervention","2022-10-16",16,3,193,1446,"second","Improved","Improved","No","No","No","No",1,1
"542",7,630,"SCB00002506","intervention","2022-10-19",6,1,193,1446,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"543",7,179,"SCB00003101","intervention","2022-10-18",6,1,193,1446,"lowest","Improved","Improved","No","No","Yes","Yes",1,1
"544",7,180,"SCB00003301","intervention","2022-10-22",2,0,193,1446,"second","Improved","Improved","No","No","No","No",1,1
"545",4,631,"SDA00000201","intervention","2022-11-20",3,0,227,1588,"third","Improved","Improved","No","No","Yes","No",1,0
"546",4,181,"SDA00000202","intervention","2022-11-20",11,2,227,1588,"second","Improved","Improved","Yes","No","Yes","No",1,1
"547",4,632,"SDA00000203","intervention","2022-11-20",7,0,227,1588,"highest","Improved","Improved","Yes","No","Yes","No",1,0
"548",4,182,"SDA00000401","intervention","2022-11-20",2,0,227,1588,"third","Improved","Improved","Yes","No","Yes","No",1,1
"549",4,633,"SDA00000501","intervention","2022-11-21",8,0,227,1588,"lowest","Improved","Improved","No","No","Yes","No",1,0
"550",4,634,"SDA00001207","intervention","2022-11-23",8,1,227,1588,"third","Improved","Improved","No","No","Yes","No",1,0
"551",4,635,"SDA00001301","intervention","2022-11-22",8,1,227,1588,"third","Improved","Improved","No","No","Yes","No",1,0
"552",4,636,"SDA00001401","intervention","2022-11-22",16,10,227,1588,"lowest","Improved","Improved","No","No","Yes","No",1,0
"553",4,637,"SDA00001606","intervention","2022-11-22",18,0,227,1588,"third","Improved","Improved","No","No","Yes","No",1,0
"554",4,638,"SDA00001701","intervention","2022-11-22",3,0,227,1588,"second","Improved","Improved","No","No","Yes","No",1,0
"555",4,639,"SDA00002001","intervention","2022-11-22",2,0,227,1588,"highest","Improved","Improved","No","No","Yes","No",1,0
"556",4,183,"SDB00000401","intervention","2022-11-21",10,1,227,1588,"second","Improved","Improved","Yes","No","Yes","No",1,1
"557",4,640,"SDB00000404","intervention","2022-11-22",7,1,227,1588,"second","Improved","Improved","No","No","Yes","No",1,0
"558",4,641,"SDB00001401","intervention","2022-11-22",12,1,227,1588,"third","Improved","Improved","No","No","Yes","No",1,0
"559",4,184,"SDB00001501","intervention","2022-11-22",5,1,227,1588,"fourth","Improved","Improved","Yes","No","Yes","No",1,1
"560",4,185,"SDC00000401","intervention","2022-11-23",8,0,227,1588,"second","Improved","Improved","No","No","Yes","No",1,1
"561",4,642,"SDC00001201","intervention","2022-11-23",5,0,227,1588,"highest","Improved","Improved","No","No","Yes","No",1,0
"562",4,186,"SDC00001601","intervention","2022-11-21",8,0,227,1588,"second","Improved","Improved","No","No","Yes","No",1,1
"563",4,643,"SDC00001602","intervention","2022-11-21",5,3,227,1588,"second","Improved","Improved","No","No","Yes","No",1,0
"564",4,644,"SDC00001902","intervention","2022-11-21",3,3,227,1588,"lowest","Improved","Improved","No","No","Yes","No",1,0
"565",4,645,"SDC00002801","intervention","2022-11-20",15,4,227,1588,"lowest","Improved","Improved","Yes","No","Yes","Yes",1,0
"566",4,646,"SDC00003001","intervention","2022-11-20",7,0,227,1588,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"567",4,187,"SDC00003003","intervention","2022-11-20",5,0,227,1588,"third","Improved","Improved","No","No","Yes","Yes",1,1
"568",4,647,"SDC00003102","intervention","2022-11-20",10,0,227,1588,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"569",4,188,"SDC00003104","intervention","2022-11-21",3,1,227,1588,"third","Improved","Improved","No","No","Yes","Yes",1,1
"570",4,189,"SDC00003106","intervention","2022-11-20",5,2,227,1588,"highest","Improved","Improved","No","No","Yes","Yes",1,1
"571",4,190,"SDC00003501","intervention","2022-11-20",13,0,227,1588,"highest","Improved","Improved","No","No","Yes","Yes",1,1
"572",4,648,"SDC00003601","intervention","2022-11-20",11,2,227,1588,"lowest","Improved","Improved","No","No","Yes","Yes",1,0
"573",4,649,"SDC00003701","intervention","2022-11-20",3,0,227,1588,"lowest","Improved","Improved","No","Yes","Yes","Yes",1,0
"574",4,650,"SDC00003902","intervention","2022-11-20",14,1,227,1588,"second","Improved","Improved","No","No","Yes","Yes",1,0
"575",4,651,"SDC00004001","intervention","2022-11-20",16,1,227,1588,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"576",4,652,"SDD00000502","intervention","2022-12-01",12,1,227,1588,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
"577",4,653,"SDD00000802","intervention","2022-12-01",12,3,227,1588,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"578",4,654,"SDD00000805","intervention","2022-11-22",5,1,227,1588,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"579",4,655,"SDD00001301","intervention","2022-11-22",5,1,227,1588,"highest","Improved","Improved","No","No","Yes","Yes",1,0
"580",4,656,"SDD00002001","intervention","2022-11-22",8,1,227,1588,"third","Improved","Improved","No","No","Yes","Yes",1,0
"581",4,191,"SDD00002101","intervention","2022-11-22",5,0,227,1588,"third","Improved","Improved","No","No","Yes","Yes",1,1
"582",4,657,"SDD00002501","intervention","2022-11-23",3,0,227,1588,"fourth","Improved","Improved","No","No","Yes","Yes",1,0
